Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering
Marce8Rodriguez,Marce8Rodriguez,,0,1,1,0,2,2,1,1,1,0,29,0,1057,0
TatiAnaSG1,TatiAnaSG1,,0,3,3,0,4,4,2,0.636364,0.714286,0,10,0,1058,0.166667
GuedesGrasielle,GuedesGrasielle,,0,1,1,0,1,1,1,1,1,0,5,0,1059,0
SaudeGovRJ,SaudeGovRJ,,23,0,23,24,0,24,0,0,0,0,5,0,137,0.011858
dimerstt,dimerstt,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,1060,0
COVID19BrUpdate,COVID19BrUpdate,,2,0,2,3,0,3,0,0,0,0,10,0,410,0
MarceloUchoa9,MarceloUchoa9,,0,2,2,0,2,2,2,0.666667,0.75,0,62,0,1061,0
ALavandula,ALavandula,,0,1,1,0,12,12,1,1,1,0,88,0,1062,0
Jeffwin72095858,Jeffwin72095858,,0,2,2,0,2,2,1,1,1,0,38,0,1063,0
rafadonadone,rafadonadone,,0,2,2,0,5,5,2,0.6,0.666667,0,10,0,1064,0.5
Leonardo_tsouza,Leonardo_tsouza,,0,1,1,0,2,2,2,0.545455,0.583333,0,10,0,1065,0
ikrishy,ikrishy,,0,1,1,0,2,2,1,1,1,0,29,0,1066,0
natilopes98,natilopes98,,0,1,1,0,1,1,1,1,1,0,5,0,1067,0
NildaMelito,NildaMelito,,0,2,2,0,2,2,1,1,1,0,125,0,1068,0.5
ManilkaraZ,ManilkaraZ,,0,1,1,0,2,2,1,1,1,0,29,0,1069,0
marcellasrb,marcellasrb,,0,1,1,0,3,3,2,0.545455,0.583333,0,10,0,1070,0
Saulinha1,Saulinha1,,0,1,1,0,1,1,1,1,1,0,4,0,1071,0
VICTORJ29783730,VICTORJ29783730,,0,1,1,0,6,6,1,1,1,0,29,0,1072,0
Issa_jp_angel,Issa_jp_angel,,0,1,1,0,1,1,1,1,1,0,4,0,1073,0
terrivelovelha,terrivelovelha,,0,2,2,0,2,2,2,0.666667,0.75,0,62,0,1074,0
Noem48,Noem48,,0,1,1,0,2,2,1,1,1,0,29,0,1075,0
bcrment,bcrment,,0,2,2,0,2,2,2,0.666667,0.75,0,62,0,1076,0
alpharetta47,alpharetta47,,0,1,1,0,1,1,1,1,1,0,29,0,1077,0
oiarte,oiarte,,1,1,2,1,1,2,0,0,0,0,63,38,1078,0
BassoMouro,BassoMouro,,0,1,1,0,1,1,1,1,1,0,64,39,1080,0
LucianoHuck,LucianoHuck,,1,0,1,1,0,1,0,0,0,0,64,39,1079,0
VerdeViver,VerdeViver,,0,2,2,0,12,12,2,0.6,0.666667,0,10,0,1081,0.5
MbWander,MbWander,,0,1,1,0,1,1,1,1,1,0,4,0,1082,0
edson_cortez,edson_cortez,,0,1,1,0,1,1,1,1,1,0,4,0,1083,0
PiraNaPamonha,PiraNaPamonha,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1084,0
jcatino,jcatino,,0,1,1,0,2,2,2,0.545455,0.583333,0,10,0,1085,0
TalitaFatima,TalitaFatima,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,1086,0
SandraOvelha,SandraOvelha,,0,1,1,0,1,1,1,1,1,0,5,0,1087,0
zenaide2208,zenaide2208,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1088,0
EdrisiaAlves,EdrisiaAlves,,0,1,1,0,1,1,1,1,1,0,5,0,1089,0
Elilikx,Elilikx,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,1090,0
mainesteixeira,mainesteixeira,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1091,0
onkoto3,onkoto3,,0,1,1,0,4,4,2,0.545455,0.583333,0,10,0,1092,0
Surtei,Surtei,,0,1,1,0,1,1,1,1,1,0,5,0,1093,0
GovRJ,GovRJ,,2,1,3,2,2,4,1,1,1,0,5,0,1094,0.333333
Lima70269971,Lima70269971,,0,2,2,0,2,2,1,1,1,0,27,0,1095,0
UOLNoticias,UOLNoticias,,10,0,10,20,0,20,0,0,0,0,27,0,54,0.033333
UOL,UOL,,7,0,7,16,0,16,0,0,0,0,27,0,87,0.071429
charlesoliveira,charlesoliveira,,0,2,2,0,4,4,2,0.666667,0.75,0,62,0,1096,0
Robert1_Marinho,Robert1_Marinho,,0,2,2,0,2,2,2,0.666667,0.75,0,62,0,1097,0
nossyrrahfds1,nossyrrahfds1,,0,2,2,0,2,2,2,0.666667,0.75,0,62,0,1098,0
EAzouf,EAzouf,,0,2,2,0,5,5,2,0.666667,0.75,0,62,0,1099,0
ubcomini,ubcomini,,0,1,1,0,1,1,1,1,1,0,62,0,1100,0
UNEP_pt,UNEP_pt,,4,0,4,4,0,4,0,0,0,0,62,0,501,0
BenOlivDreamer,BenOlivDreamer,,1,1,2,1,1,2,2,0.545455,0.583333,0,10,0,1101,0
Adorotecnologia,Adorotecnologia,,0,2,2,0,3,3,2,0.6,0.666667,0,10,0,1102,0.5
twentyclikkie,twentyclikkie,,0,1,1,0,1,1,1,1,1,0,4,0,1103,0
FelipePousada,FelipePousada,,0,2,2,0,2,2,1,1,1,0,125,0,1104,0.5
Macrina20776766,Macrina20776766,,0,2,2,0,2,2,1,1,1,0,45,0,1106,0
andersongtorres,andersongtorres,,1,0,1,1,0,1,0,0,0,0,45,0,1105,0
mandajob,mandajob,,0,1,1,0,1,1,1,1,1,0,4,0,1107,0
RebessiVeras,RebessiVeras,,0,1,1,0,1,1,1,1,1,0,4,0,1108,0
PBarrionuevoJr,PBarrionuevoJr,,0,1,1,0,3,3,1,1,1,0,65,40,1110,0
trtmatogrosso,trtmatogrosso,,1,0,1,3,0,3,0,0,0,0,65,40,1109,0
Taninha_03,Taninha_03,,0,1,1,0,1,1,1,1,1,0,4,0,1111,0
FabiolaCantilho,FabiolaCantilho,,0,1,1,0,1,1,2,0.571429,0.625,0,5,0,1112,0
MacielAlves2021,MacielAlves2021,,0,1,1,0,1,1,1,1,1,0,4,0,1113,0
Natanyel_vasco,Natanyel_vasco,,0,1,1,0,1,1,1,1,1,0,4,0,1114,0
cleide_ita,cleide_ita,,0,3,3,0,7,7,1,1,1,0,4,0,1115,0.166667
JoaoCampoGrande,JoaoCampoGrande,,0,2,2,0,2,2,2,0.666667,0.75,0,62,0,1116,0
AndradeGeida,AndradeGeida,,0,2,2,0,2,2,1,1,1,0,125,0,1117,0.5
Fabricio_Carva,Fabricio_Carva,,0,1,1,0,4,4,1,1,1,0,66,0,1118,0
diariodegoias,diariodegoias,,6,1,7,14,1,15,0,0,0,0,66,0,217,0.166667
RitaaTomas,RitaaTomas,,0,1,1,0,1,1,1,1,1,0,67,41,1120,0
foco_project,foco_project,,2,0,2,2,0,2,0,0,0,0,67,41,1119,0
alexlimareal,alexlimareal,,1,1,2,4,1,5,1,1,1,0,0,0,256,0.5
adbrasil,adbrasil,,2,1,3,6,1,7,1,1,1,0,0,0,255,0.166667
laraslsilva,laraslsilva,,0,1,1,0,1,1,1,1,1,0,67,41,1121,0
ChillanejaD,ChillanejaD,,0,1,1,0,1,1,1,1,1,0,68,42,1123,0
dridelatorre,dridelatorre,,5,0,5,5,0,5,0,0,0,0,68,42,1122,0
FabianoCFX,FabianoCFX,,0,2,2,0,5,5,2,0.666667,0.75,0,62,0,1124,0
Midia1508,Midia1508,,0,2,2,0,2,2,1,1,1,0,76,0,1125,1
negacionista20,negacionista20,,0,1,1,0,1,1,2,0.666667,0.75,0,10,0,1126,0
FrederKamen,FrederKamen,,6,1,7,10,1,11,1,1,1,0,10,0,398,0.047619
smbuarque,smbuarque,,0,1,1,0,1,1,1,1,1,0,10,0,1127,0
mzconteudo,mzconteudo,,6,0,6,6,0,6,0,0,0,0,10,0,400,0
Griffoneye,Griffoneye,,0,1,1,0,1,1,1,1,1,0,69,43,1129,0
supersamuellima,supersamuellima,,2,0,2,2,0,2,0,0,0,0,69,43,1128,0
SrgioRi96314290,SrgioRi96314290,,0,2,2,0,2,2,1,1,1,0,125,0,1130,0.5
MinesFalcao,MinesFalcao,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1131,0
BleyLacerda,BleyLacerda,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1132,0
FernandoEscot13,FernandoEscot13,,0,1,1,0,1,1,1,1,1,0,70,44,1134,0
XiomaraCastroZ,XiomaraCastroZ,,1,0,1,1,0,1,0,0,0,0,70,44,1133,0
AngelNar007,AngelNar007,,0,2,2,0,2,2,1,1,1,0,125,0,1135,0.5
lulamontt63,lulamontt63,,0,1,1,0,1,1,1,1,1,0,68,42,1136,0
rafavrin,rafavrin,,0,3,3,0,4,4,2,0.615385,0.6875,0,10,0,1137,0.166667
Eli237809,Eli237809,,0,2,2,0,3,3,2,0.583333,0.642857,0,10,0,1138,0
irfanmalikkhan,irfanmalikkhan,,0,2,2,0,2,2,2,0.75,0.833333,0,31,0,1139,0.5
UNICEF,UNICEF,,7,0,7,7,0,7,0,0,0,0,31,0,7,0.142857
MouraF68315579,MouraF68315579,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1143,0.5
imperialtiago,imperialtiago,,22,2,24,24,2,26,1,1,1,0.000001,71,0,1142,0.038043
Clauwild1,Clauwild1,,15,0,15,15,0,15,0,0,0,0,71,0,1140,0.066667
diarioudi,diarioudi,,3,0,3,4,0,4,0,0,0,0,10,0,142,0
BolsonaroFerro,BolsonaroFerro,,0,2,2,0,2,2,1,1,1,0,125,0,1144,0.5
gisellesouza73,gisellesouza73,,0,1,1,0,1,1,1,1,1,0,10,0,1145,0
DuduFlu1981,DuduFlu1981,,0,2,2,0,2,2,1,1,1,0,125,0,1146,0.5
SamuelA47607293,SamuelA47607293,,0,1,1,0,2,2,1,1,1,0,8,0,1147,0
garciaegarcia,garciaegarcia,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1148,0
boxwordnews,boxwordnews,,0,1,1,0,1,1,1,1,1,0,72,45,1150,0
BoxWorldnewsBr,BoxWorldnewsBr,,1,0,1,1,0,1,0,0,0,0,72,45,1149,0
aronbmoura,aronbmoura,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1151,0
beatrizdiniz,beatrizdiniz,,3,1,4,11,1,12,1,1,1,0,0,0,254,0
SoniaCa40140057,SoniaCa40140057,,0,2,2,0,2,2,1,1,1,0,125,0,1153,0.5
AntonioLEMEFIL1,AntonioLEMEFIL1,,3,1,4,3,1,4,1,1,1,0,125,0,1152,0.25
benhurcamacho,benhurcamacho,,0,1,1,0,1,1,1,1,1,0,4,0,1154,0
portal_scc10,portal_scc10,,1,0,1,1,0,1,0,0,0,0,0,0,253,0
gabircnunes,gabircnunes,,1,0,1,1,0,1,0,0,0,0,5,0,714,0
angelablorena,angelablorena,,0,1,1,0,1,1,1,1,1,0,41,0,1155,0
GuilhermeLTdr,GuilhermeLTdr,,0,1,1,0,1,1,1,1,1,0,73,0,1156,0
Lealjoao77,Lealjoao77,,53,0,53,53,0,53,0,0,0,0,73,0,345,0
LucianaTriguei3,LucianaTriguei3,,0,1,1,0,1,1,1,1,1,0,73,0,1157,0
F1Admirador,F1Admirador,,0,1,1,0,1,1,1,1,1,0,62,0,1158,0
tiagogonzaga,tiagogonzaga,,0,1,1,0,1,1,1,1,1,0,41,0,1159,0
pukemylungs,pukemylungs,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1160,0
JuarezSantAnaJ1,JuarezSantAnaJ1,,0,1,1,0,1,1,1,1,1,0,73,0,1161,0
unfinanciero_mx,unfinanciero_mx,,0,1,1,0,1,1,1,1,1,0,74,0,1162,0
UniCienciaGM,UniCienciaGM,,3,0,3,3,0,3,0,0,0,0,74,0,399,0
glaueva12,glaueva12,,0,2,2,0,2,2,1,1,1,0,76,0,1163,1
sceiffer,sceiffer,,0,3,3,0,3,3,1,1,1,0,75,46,1167,0
OdairDuarte17,OdairDuarte17,,1,0,1,1,0,1,0,0,0,0,75,46,1166,0
joicehasselmann,joicehasselmann,,1,0,1,1,0,1,0,0,0,0,75,46,1165,0
ptbrasil,ptbrasil,,1,0,1,1,0,1,0,0,0,0,75,46,1164,0
la_monstruita,la_monstruita,,0,1,1,0,1,1,1,1,1,0,5,0,1168,0
turnoffthecam,turnoffthecam,,0,1,1,0,1,1,1,1,1,0,8,0,1169,0
GustavoBarreto_,GustavoBarreto_,,0,1,1,0,1,1,2,0.6,0.666667,0,31,0,1170,0
FUmbuzeiro,FUmbuzeiro,,0,3,3,0,3,3,1,1,1,0,76,0,1173,0
FAOBrasil,FAOBrasil,,1,0,1,1,0,1,0,0,0,0,76,0,1172,0
andersonleao16,andersonleao16,,3,0,3,3,0,3,0,0,0,0,5,0,713,0
renato_ssouza,renato_ssouza,,0,1,1,0,3,3,2,0.545455,0.583333,0,10,0,1174,0
juRR124,juRR124,,0,3,3,0,7,7,4,0.464912,0.496855,0,10,0,1175,0.333333
KarineSerpa_,KarineSerpa_,,0,1,1,0,1,1,2,0.666667,0.75,0,0,0,1176,0
FabioPlatero1,FabioPlatero1,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1177,0.5
RockMachine9,RockMachine9,,0,2,2,0,4,4,2,0.571429,0.625,0,10,0,1178,0
daniwon,daniwon,,0,1,1,0,1,1,1,1,1,0,4,0,1179,0
MaCoutocris,MaCoutocris,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1180,0
GeremiasDalmaz,GeremiasDalmaz,,0,1,1,0,1,1,1,1,1,0,5,0,1181,0
Jack44846841,Jack44846841,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1182,0.5
silvia92745700,silvia92745700,,0,1,1,0,1,1,1,1,1,0,77,47,1184,0
ganga2410,ganga2410,,1,0,1,1,0,1,0,0,0,0,77,47,1183,0
SChonso17,SChonso17,,0,1,1,0,1,1,1,1,1,0,78,48,1186,0
juank23_7,juank23_7,,1,0,1,1,0,1,0,0,0,0,78,48,1185,0
CarrociniDe,CarrociniDe,,0,3,3,0,7,7,2,0.666667,0.75,0,10,0,1187,0.666667
SeverinoFeijo,SeverinoFeijo,,0,2,2,0,2,2,1,1,1,0,125,0,1188,0.5
Luiz_CR_Cwb,Luiz_CR_Cwb,,0,1,1,0,2,2,2,0.666667,0.75,0,10,0,1189,0
Vander_Khann,Vander_Khann,,0,2,2,0,2,2,1,1,1,0,125,0,1190,0.5
alexandrefatec,alexandrefatec,,0,1,1,0,1,1,1,1,1,0,73,0,1191,0
NotFascismInBR,NotFascismInBR,,1,2,3,1,3,4,1,1,1,0,79,49,1193,0.5
gustones,gustones,,1,0,1,2,0,2,0,0,0,0,79,49,1192,0
Silviavont,Silviavont,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1194,0
CCR_IOS20,CCR_IOS20,,0,1,1,0,1,1,1,1,1,0,213,0,1195,0
wilsondenotari,wilsondenotari,,0,1,1,0,8,8,1,1,1,0,80,0,1196,0
gabrielaitto,gabrielaitto,,11,1,12,25,1,26,0,0,0,0,80,0,397,0.090909
patrulhaptralha,patrulhaptralha,,0,1,1,0,2,2,2,0.666667,0.75,0,10,0,1197,0
primasilenciosa,primasilenciosa,,0,1,1,0,3,3,2,0.545455,0.583333,0,10,0,1198,0
GGsavoy,GGsavoy,,0,2,2,0,7,7,2,0.583333,0.642857,0,10,0,1199,0
Cidda11,Cidda11,,0,1,1,0,1,1,1,1,1,0,10,0,1200,0
guadecy,guadecy,,0,2,2,0,2,2,1,1,1,0,81,50,1203,0
pslnacamara,pslnacamara,,7,0,7,7,0,7,0,0,0,0,81,50,1202,0
carlosjordy,carlosjordy,,7,0,7,7,0,7,0,0,0,0,81,50,1201,0
claudiasrocca,claudiasrocca,,0,1,1,0,1,1,2,0.6,0.666667,0,62,0,1204,0
CeliaMoraisCar1,CeliaMoraisCar1,,0,2,2,0,2,2,1,1,1,0,125,0,1205,0.5
SandraM95965906,SandraM95965906,,0,2,2,0,6,6,1,1,1,0,8,0,1207,0
coachingmoura,coachingmoura,,1,1,2,1,1,2,1,1,1,0,62,0,1209,0
Estadao,Estadao,,3,0,3,3,0,3,0,0,0,0,62,0,1208,0
thiagodiasdm,thiagodiasdm,,0,2,2,0,2,2,1,1,1,0,45,0,1210,0
hansoficial,hansoficial,,0,2,2,0,2,2,1,1,1,0,125,0,1211,0.5
tririos,tririos,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1212,0
wellingtoncmps,wellingtoncmps,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1213,0
joaolagojunior,joaolagojunior,,0,2,2,0,2,2,1,1,1,0,125,0,1214,0.5
dogarrett,dogarrett,,3,0,3,6,0,6,0,0,0,0,0,0,80,0.333333
MariaJo95009889,MariaJo95009889,,0,2,2,0,2,2,1,1,1,0,125,0,1215,0.5
HdaBahia,HdaBahia,,0,1,1,0,2,2,1,1,1,0,80,0,1216,0
lilica_11,lilica_11,,0,2,2,0,2,2,1,1,1,0,125,0,1217,0.5
CsarBarZin,CsarBarZin,,0,2,2,0,2,2,1,1,1,0,125,0,1218,0.5
DorettaOpcruz,DorettaOpcruz,,0,1,1,0,1,1,1,1,1,0,80,0,1219,0
OsvaldoRibeiroF,OsvaldoRibeiroF,,0,2,2,0,2,2,1,1,1,0,27,0,1221,0
wilsonwitzel,wilsonwitzel,,1,0,1,1,0,1,0,0,0,0,27,0,1220,0
Betojanf,Betojanf,,0,2,2,0,2,2,1,1,1,0,125,0,1222,0.5
HedaWarr,HedaWarr,,0,1,1,0,1,1,1,1,1,0,80,0,1223,0
Sun_Moon_13,Sun_Moon_13,,0,9,9,0,12,12,2,0.736842,0.821429,0,80,0,1229,0.013889
cybersec_feeds,cybersec_feeds,,0,1,1,0,1,1,1,1,1,0,86,51,1231,0
seosmmworld1,seosmmworld1,,7,0,7,8,0,8,0,0,0,0,86,51,1230,0
BravoLucilene,BravoLucilene,,0,2,2,0,2,2,1,1,1,0,125,0,1232,0.5
WambierMD,WambierMD,,0,1,1,0,1,1,2,0.666667,0.75,0,19,0,1234,0
alinefortuna2,alinefortuna2,,1,1,2,1,1,2,1,1,1,0,19,0,1233,0
Warley_Lopes,Warley_Lopes,,0,5,5,0,5,5,1,1,1,0,125,0,1235,0.15
femigueres,femigueres,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1236,0.5
marriliberato92,marriliberato92,,0,1,1,0,2,2,1,1,1,0,10,0,1237,0
tatianacajado,tatianacajado,,0,1,1,0,1,1,1,1,1,0,45,0,1238,0
Rosaquel22,Rosaquel22,,0,2,2,0,2,2,1,1,1,0,125,0,1239,0.5
ethienearruda,ethienearruda,,0,1,1,0,1,1,1,1,1,0,27,0,1240,0
oatila,oatila,,3,0,3,12,0,12,0,0,0,0,27,0,91,0
patyquinan,patyquinan,,0,2,2,0,2,2,1,1,1,0,125,0,1241,0.5
Leonard29003696,Leonard29003696,,0,1,1,0,5,5,2,0.545455,0.583333,0,10,0,1242,0
Lina7Soares,Lina7Soares,,0,1,1,0,1,1,1,1,1,0,8,0,1243,0
lipesantosrj,lipesantosrj,,0,2,2,0,2,2,1,1,1,0,125,0,1244,0.5
RenatoAmorim65,RenatoAmorim65,,0,2,2,0,2,2,1,1,1,0,125,0,1245,0.5
MCJohn61699095,MCJohn61699095,,0,2,2,0,2,2,1,1,1,0,125,0,1246,0.5
maradeboni,maradeboni,,0,1,1,0,1,1,1,1,1,0,0,0,1247,0
daniellimas,daniellimas,,2,0,2,2,0,2,0,0,0,0,0,0,20,0
davidscris,davidscris,,0,1,1,0,1,1,1,1,1,0,8,0,1248,0
ribeiro519,ribeiro519,,0,1,1,0,2,2,1,1,1,0,8,0,1249,0
diogoemcs,diogoemcs,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1250,0
Ghost_Comuna,Ghost_Comuna,,0,2,2,0,2,2,2,0.666667,0.75,0,62,0,1251,0
ricsanto,ricsanto,,0,2,2,0,2,2,2,0.666667,0.75,0,62,0,1252,0
internacionalzp,internacionalzp,,0,3,3,0,9,9,1,1,1,0,71,0,1254,0
zinhademerda,zinhademerda,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1255,0
BarreiraCecilia,BarreiraCecilia,,1,0,1,1,0,1,0,0,0,0,20,0,388,0
AmericoAlmeida7,AmericoAlmeida7,,1,0,1,3,0,3,0,0,0,0,20,0,387,0
veronicastigger,veronicastigger,,0,1,1,0,1,1,2,0.545455,0.583333,0,10,0,1256,0
Marilen21183970,Marilen21183970,,0,1,1,0,2,2,2,0.6,0.666667,0,31,0,1257,0
abiliomurce,abiliomurce,,0,5,5,0,5,5,1,1,1,0,0,0,1262,0
radioitatiaia,radioitatiaia,,1,0,1,1,0,1,0,0,0,0,0,0,1261,0
Atletico,Atletico,,1,0,1,1,0,1,0,0,0,0,0,0,1260,0
LibertyNow22,LibertyNow22,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1263,0.5
IESC_UFRJ,IESC_UFRJ,,0,1,1,0,1,1,1,1,1,0,76,0,1264,0
PNUDBrasil,PNUDBrasil,,4,0,4,4,0,4,0,0,0,0,76,0,639,0
JohnsHopkinsSPH,JohnsHopkinsSPH,,1,0,1,2,0,2,0,0,0,0,27,0,98,0
JohnsHopkins,JohnsHopkins,,1,0,1,2,0,2,0,0,0,0,27,0,97,0
coursera,coursera,,1,0,1,2,0,2,0,0,0,0,27,0,96,0
GrandeReset,GrandeReset,,0,3,3,0,4,4,2,0.8,0.875,0,71,0,1265,0.166667
laricelvis,laricelvis,,0,1,1,0,1,1,1,1,1,0,82,52,1267,0
exercitooficial,exercitooficial,,1,0,1,1,0,1,0,0,0,0,82,52,1266,0
teamcomicss,teamcomicss,,1,1,2,1,1,2,1,1,1,0,10,0,381,0.5
natgeobrasil,natgeobrasil,,2,0,2,2,0,2,0,0,0,0,10,0,380,0.5
feanjs,feanjs,,0,1,1,0,1,1,1,1,1,0,4,0,1268,0
thiagoreisbh,thiagoreisbh,,1,0,1,1,0,1,0,0,0,0,0,0,1259,0
AmericaMG,AmericaMG,,1,0,1,1,0,1,0,0,0,0,0,0,1258,0
lidiavieira,lidiavieira,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1269,0.5
nonaGeGe,nonaGeGe,,0,2,2,0,2,2,1,1,1,0,125,0,1270,0.5
roberto24554419,roberto24554419,,0,1,1,0,2,2,1,1,1,0,83,53,1272,0
CNJ_oficial,CNJ_oficial,,1,0,1,2,0,2,0,0,0,0,83,53,1271,0
asergioferri29,asergioferri29,,0,2,2,0,2,2,1,1,1,0,125,0,1273,0.5
mayaradesaviei1,mayaradesaviei1,,0,2,2,0,2,2,1,1,1,0,88,0,1274,0
juliocroda,juliocroda,,2,0,2,5,0,5,0,0,0,0,27,0,69,1
lorenagbarberia,lorenagbarberia,,2,0,2,2,0,2,0,0,0,0,27,0,68,1
Fofodeneve,Fofodeneve,,0,2,2,0,2,2,1,1,1,0,125,0,1275,0.5
jmm45_,jmm45_,,1,12,13,1,33,34,2,0.875,0.928571,0.000001,5,0,138,0.038462
Phcruz7,Phcruz7,,0,2,2,0,2,2,1,1,1,0,125,0,1276,0.5
vvlgarism,vvlgarism,,0,1,1,0,1,1,1,1,1,0,8,0,1277,0
LCAMiranda,LCAMiranda,,0,2,2,0,2,2,1,1,1,0,125,0,1278,0.5
pthago,pthago,,0,1,1,0,1,1,2,0.666667,0.75,0,84,0,1279,0
governoTO,governoTO,,6,1,7,6,1,7,1,1,1,0,84,0,379,0.066667
caliljuniot,caliljuniot,,0,2,2,0,2,2,1,1,1,0,125,0,1280,0.5
CelebridadesDas,CelebridadesDas,,0,11,11,0,11,11,3,0.517857,0.574713,0,27,0,1283,0.109091
NobreRS,NobreRS,,0,4,4,0,4,4,2,0.833333,0.9,0,125,0,1284,0.083333
AleQueiros10,AleQueiros10,,0,2,2,0,2,2,1,1,1,0,125,0,1285,0.5
marinahkhl,marinahkhl,,0,2,2,0,3,3,2,0.6,0.666667,0,10,0,1286,0.5
Danielaalmeida8,Danielaalmeida8,,0,1,1,0,4,4,2,0.571429,0.625,0,5,0,1287,0
gurudaleffe,gurudaleffe,,0,1,1,0,1,1,1,1,1,0,85,54,1289,0
CSobania,CSobania,,1,0,1,1,0,1,0,0,0,0,85,54,1288,0
jassonquirino,jassonquirino,,0,1,1,0,1,1,2,0.666667,0.75,0,84,0,1290,0
Ivojunior76,Ivojunior76,,0,5,5,0,5,5,1,1,1,0,0,0,1291,0
randolfeap,randolfeap,,4,0,4,4,0,4,0,0,0,0,0,0,155,0.166667
renancalheiros,renancalheiros,,4,0,4,4,0,4,0,0,0,0,0,0,152,0.166667
OmarAzizSenador,OmarAzizSenador,,5,0,5,9,0,9,0,0,0,0,0,0,156,0.15
LuizCarlosPest9,LuizCarlosPest9,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1292,0.5
01_victorsouza,01_victorsouza,,0,1,1,0,6,6,1,1,1,0,5,0,1293,0
MarioCalvano1,MarioCalvano1,,0,2,2,0,3,3,2,0.583333,0.642857,0,10,0,1294,0
dr_nesio,dr_nesio,,12,0,12,12,0,12,0,0,0,0,213,0,375,0
descabidela,descabidela,,0,1,1,0,1,1,1,1,1,0,8,0,1295,0
Francis16499862,Francis16499862,,0,2,2,0,2,2,1,1,1,0,125,0,1296,0.5
FtimadeFtima1,FtimadeFtima1,,0,4,4,0,7,7,4,0.473214,0.509434,0,27,0,1297,0.5
ricardosantos,ricardosantos,,1,0,1,1,0,1,0,0,0,0,10,0,378,0
ORibauu,ORibauu,,0,1,1,0,1,1,1,1,1,0,8,0,1298,0
garotadpi,garotadpi,,0,2,2,0,4,4,2,0.583333,0.642857,0,10,0,1299,0
V69765183,V69765183,,0,2,2,0,2,2,2,0.75,0.833333,0,71,0,1300,0.5
ManhosaLeoa,ManhosaLeoa,,0,3,3,0,3,3,1,1,1,0,8,0,1301,0.333333
diraquel,diraquel,,0,1,1,0,3,3,1,1,1,0,8,0,1302,0
giovannibotelho,giovannibotelho,,0,2,2,0,2,2,1,1,1,0,125,0,1303,0.5
CoderRetweet,CoderRetweet,,0,1,1,0,1,1,1,1,1,0,86,51,1304,0
Aoshi_K,Aoshi_K,,0,1,1,0,3,3,1,1,1,0,38,0,1305,0
AngolaOms,AngolaOms,,0,2,2,0,3,3,2,0.75,0.833333,0,31,0,1306,0.5
EJaspion,EJaspion,,0,1,1,0,1,1,2,0.6,0.666667,0,71,0,1307,0
ivan_lemos,ivan_lemos,,0,1,1,0,2,2,1,1,1,0,38,0,1308,0
Josiane_r,Josiane_r,,0,2,2,0,2,2,1,1,1,0,76,0,1309,0
PesquisaFapesp,PesquisaFapesp,,11,0,11,14,0,14,0,0,0,0,76,0,222,0
LetsCode15,LetsCode15,,0,1,1,0,1,1,1,1,1,0,86,51,1310,0
reginage,reginage,,0,2,2,0,2,2,1,1,1,0,125,0,1311,0.5
morolswediu,morolswediu,,0,1,1,0,1,1,1,1,1,0,86,51,1312,0
zabssexual,zabssexual,,0,2,2,0,2,2,1,1,1,0,125,0,1313,0.5
PythonRoboto,PythonRoboto,,0,1,1,0,1,1,1,1,1,0,86,51,1314,0
PythonbotBr,PythonbotBr,,0,1,1,0,2,2,1,1,1,0,86,51,1315,0
TheDeveloperBot,TheDeveloperBot,,0,1,1,0,1,1,1,1,1,0,86,51,1316,0
jopesanvieira,jopesanvieira,,0,1,1,0,1,1,1,1,1,0,38,0,1317,0
LucasDa04048048,LucasDa04048048,,0,2,2,0,2,2,1,1,1,0,81,50,1318,0
ArrieiroJose,ArrieiroJose,,0,2,2,0,2,2,1,1,1,0,125,0,1319,0.5
